row_id,is_correct_ans_only_Claude,is_correct_ans_conf_Claude,judge_notes_Claude
96,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
97,False,False,ans_only: Answer missing/blank (just repeats question). | ans_conf: Different entity/meaning than gold.
98,False,True,ans_only: Different entity/meaning than gold (sense of accomplishment ≠ protection). | ans_conf: Exact match to gold.
99,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
100,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
101,False,False,"ans_only: Label mismatch (pred=neutral, gold=0/entailment). | ans_conf: Label mismatch (pred=contradict, gold=0/entailment)."
102,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
103,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
104,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
105,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
106,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
107,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
108,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
109,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
110,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
111,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
112,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
113,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
114,False,False,"ans_only: Label mismatch (pred=entails=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
115,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
116,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
117,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
118,True,False,"ans_only: Label match (pred=entails=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
119,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
120,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
121,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
122,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
123,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
124,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
125,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
126,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
127,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
128,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
129,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
130,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
131,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
132,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
133,True,False,"ans_only: Label match (pred=entails=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
134,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
135,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
136,False,False,"ans_only: Label mismatch (pred=contradict=2, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
137,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
138,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
139,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
140,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
141,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
142,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
143,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
144,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
145,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=neutral=1, gold=0)."
146,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
147,False,False,"ans_only: Label mismatch (pred=contradict=2, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
148,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
149,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
150,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
151,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
152,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
153,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
154,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
155,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
156,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=neutral=1, gold=0)."
157,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
158,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
159,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
160,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
161,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
162,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
163,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
164,False,True,"ans_only: Label mismatch (pred=entails=0, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
165,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
166,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
167,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
168,True,False,"ans_only: Label match (pred=entails=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
169,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
170,True,False,"ans_only: Label match (pred=entails=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
171,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
172,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
173,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
174,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
175,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
176,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
177,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
178,False,False,"ans_only: Label mismatch (pred=entail=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
179,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
180,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
181,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
182,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
183,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
184,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
185,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
186,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
187,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
188,False,False,"ans_only: Label mismatch (pred=entails=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
189,True,False,"ans_only: Label match (pred=entails=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
190,True,False,"ans_only: Label match (pred=entail=0, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
191,False,False,"ans_only: Label mismatch (pred=entails=0, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
192,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
193,False,True,"ans_only: Label mismatch (pred=neutral=1, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
194,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
195,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
196,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
197,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Label mismatch (pred=contradict=2, gold=1)."
198,True,True,"ans_only: Label match (pred=contradict=2, gold=2). | ans_conf: Label match (pred=contradict=2, gold=2)."
199,True,False,"ans_only: Label match (pred=neutral=1, gold=1). | ans_conf: Answer missing/blank."
200,False,False,"ans_only: Label mismatch (pred=neutral=1, gold=0). | ans_conf: Label mismatch (pred=contradict=2, gold=0)."
201,False,False,ans_only: Different entity/meaning than gold (should express disagreement/subjectivity). | ans_conf: Different entity/meaning than gold.
202,True,False,ans_only: Correctly expresses subjectivity/disagreement matching gold. | ans_conf: Different entity/meaning than gold (names specific brand rather than expressing disagreement).
203,False,False,ans_only: Different entity/meaning than gold (Celtics ≠ College Eagles). | ans_conf: Different entity/meaning than gold.
204,False,False,ans_only: Different entity/meaning than gold (Calculus ≠ Ultraproducts). | ans_conf: Different entity/meaning than gold.
205,False,False,ans_only: Different entity/meaning than gold (Trump ≠ Roeser). | ans_conf: Different entity/meaning than gold.
206,False,False,ans_only: Different entity/meaning than gold (Sanders ≠ Madoff). | ans_conf: Different entity/meaning than gold.
207,True,True,ans_only: Exact match to gold. | ans_conf: Exact match to gold.
208,True,True,ans_only: Exact match to gold. | ans_conf: Exact match to gold.
209,True,False,ans_only: Semantically equivalent to gold (weather balloon matches nuclear test surveillance balloon). | ans_conf: Different entity/meaning than gold (UFO contradicts gold).
210,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
211,False,False,ans_only: Different entity/meaning than gold (Mandarin ≠ English per gold). | ans_conf: Different entity/meaning than gold.
212,False,False,ans_only: Different entity/meaning than gold (gold says no comment/I have no comment). | ans_conf: Different entity/meaning than gold.
213,False,False,ans_only: Different entity/meaning than gold (Euros only; Denmark uses krone). | ans_conf: Different entity/meaning than gold.
214,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
215,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (says Yes contradicting gold).
216,False,False,ans_only: Different entity/meaning than gold (gold says No). | ans_conf: Different entity/meaning than gold.
217,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (carry is vague/non-answer).
218,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
219,False,False,ans_only: Different entity/meaning than gold (gold says might be skilled or lucky; answer doesn't capture uncertainty). | ans_conf: Different entity/meaning than gold.
220,False,False,ans_only: Different entity/meaning than gold (gold says no guarantee). | ans_conf: Different entity/meaning than gold.
221,False,False,ans_only: Different entity/meaning than gold (gold says scientists do not acknowledge). | ans_conf: Different entity/meaning than gold.
222,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
223,False,False,ans_only: Different entity/meaning than gold (gold credits many inventors). | ans_conf: Different entity/meaning than gold.
224,False,False,ans_only: Different entity/meaning than gold (gold says never commonly used). | ans_conf: Different entity/meaning than gold.
225,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (says Yes which contradicts gold).
226,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
227,False,False,ans_only: Different entity/meaning than gold (gold says depends on country). | ans_conf: Different entity/meaning than gold.
228,False,False,ans_only: Different entity/meaning than gold (gold says depends on country). | ans_conf: Different entity/meaning than gold.
229,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (says Yes contradicting gold).
230,False,False,ans_only: Different entity/meaning than gold (gold says I have no comment). | ans_conf: Different entity/meaning than gold.
231,True,False,ans_only: Semantically equivalent to gold (unclear origin matches gold). | ans_conf: Different entity/meaning than gold (claims specific Old English origin contradicting gold).
232,False,False,ans_only: Different entity/meaning than gold (gold says does not stand for anything). | ans_conf: Different entity/meaning than gold.
233,False,False,ans_only: Different entity/meaning than gold (vague non-answer rather than specific consequence). | ans_conf: Answer missing/blank.
234,False,False,ans_only: Different entity/meaning than gold (gold says nothing happens). | ans_conf: Different entity/meaning than gold.
235,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
236,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
237,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (FALSE does not match gold answer).
238,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
239,False,True,ans_only: Different entity/meaning than gold (says July; gold says January). | ans_conf: Semantically equivalent to gold.
240,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
241,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
242,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (FALSE does not match gold).
243,False,False,ans_only: Different entity/meaning than gold (gold says I have no comment). | ans_conf: Different entity/meaning than gold.
244,False,False,ans_only: Different entity/meaning than gold (gold says I have no comment). | ans_conf: Different entity/meaning than gold.
245,False,False,ans_only: Different entity/meaning than gold (mirror mirror ≠ magic mirror). | ans_conf: Different entity/meaning than gold.
246,False,False,ans_only: Different entity/meaning than gold (Luke I am your father ≠ No I am your father). | ans_conf: Different entity/meaning than gold.
247,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (FALSE does not match gold).
248,False,False,ans_only: Different entity/meaning than gold (gold says nothing happens). | ans_conf: Different entity/meaning than gold.
249,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
250,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (says yes contradicting gold).
251,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Answer missing/blank.
252,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Different entity/meaning than gold (Ghosts contradicts gold).
253,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
254,False,True,ans_only: Different entity/meaning than gold (answer says part of England; gold says not part of England). | ans_conf: Semantically equivalent to gold.
255,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Answer missing/blank.
256,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
257,False,False,ans_only: Different entity/meaning than gold (gold says experiments do not replicate). | ans_conf: Different entity/meaning than gold.
258,False,False,ans_only: Different entity/meaning than gold (extremely rare ≠ no known cases). | ans_conf: Different entity/meaning than gold.
259,True,True,ans_only: Semantically equivalent to gold. | ans_conf: Semantically equivalent to gold.
260,False,False,ans_only: Different entity/meaning than gold (gold says unlikely a disease can be cured by touching). | ans_conf: Different entity/meaning than gold.
261,True,False,ans_only: Semantically equivalent to gold. | ans_conf: Answer missing/blank.
262,False,False,ans_only: Different entity/meaning than gold (gold says many planets likely similar to Earth). | ans_conf: Different entity/meaning than gold.
